trans_id,lang,translation
しらさぎ公園前,ja,しらさぎ公園前
しらさぎ公園前,ja-Hrkt,しらさぎこうえんまえ
しらさぎ公園前,en,Shirasagi Koen Mae
しらさぎ公園前,ko,시라사기코엔마에
しらさぎ公園前,zh-cn,白鹭公园前
しらさぎ公園前,zh-tw,白鷺公園前
にじが丘東公園前,ja,にじが丘東公園前
にじが丘東公園前,ja-Hrkt,にじがおかひがしこうえんまえ
杵築城入口,ja,杵築城入口
杵築城入口,ja-Hrkt,きつきじょういりぐち
奈多八幡,ja,奈多八幡
奈多八幡,ja-Hrkt,なだはちまん
かんたん,ja,かんたん
かんたん,ja-Hrkt,かんたん
かんたん,en,Kantan 1
かんたん,ko,간탄 1
かんたん,zh-cn,ＫＡＮＴＡＮ 1
かんたん,zh-tw,ＫＡＮＴＡＮ 4
中央公民館前,ja,中央公民館前
中央公民館前,ja-Hrkt,ちゅうおうこうみんかんまえ
中央公民館前,en,Chuo Kominkan Mae
中央公民館前,ko,추오코민칸마에
中央公民館前,zh-cn,中央公民馆前
中央公民館前,zh-tw,中央公民館前
別府郵便局前,ja,別府郵便局前
別府郵便局前,ja-Hrkt,べっぷゆうびんきょくまえ
国東中学校前,en,Kunisaki Chugakko Mae
国東中学校前,ko,구니사키추갓코마에
国東中学校前,zh-cn,国东中学校前
国東中学校前,zh-tw,國東中學校前
豊岡,ja,豊岡
豊岡,ja-Hrkt,とよおか
青葉台北,ja,青葉台北
青葉台北,ja-Hrkt,あおばだいきた
小原,ja,小原
小原,ja-Hrkt,おわら
浜町,en,Hamamachi
浜町,ko,하마마치
浜町,zh-cn,滨町
浜町,zh-tw,濱町
鉄輪温泉,ja,鉄輪温泉
鉄輪温泉,ja-Hrkt,かんなわおんせん
白木,ja,白木
白木,ja-Hrkt,しらき
白木,en,Shiraki
白木,ko,시라키
白木,zh-cn,白木
白木,zh-tw,白木
南生石,ja,南生石
南生石,ja-Hrkt,みなみいくし
かなりや公園前,ja,かなりや公園前
かなりや公園前,ja-Hrkt,かなりやこうえんまえ
奈多八幡,en,Nada Hachiman
奈多八幡,ko,나다하치만
奈多八幡,zh-cn,奈多八幡
奈多八幡,zh-tw,奈多八幡
大藪,en,Oyabu
大藪,ko,오야부
大藪,zh-cn,大薮
大藪,zh-tw,大藪
長水入口,ja,長水入口
長水入口,ja-Hrkt,ちょうすいいりぐち
都町四丁目,ja,都町四丁目
都町四丁目,ja-Hrkt,みやこまちよんちょうめ
灘手,ja,灘手
灘手,ja-Hrkt,なだて
灘手,en,Nadate
灘手,ko,나다테
灘手,zh-cn,滩手
灘手,zh-tw,灘手
狩宿,en,Karishuku
狩宿,ko,가리슈쿠
狩宿,zh-cn,狩宿
狩宿,zh-tw,狩宿
竹町大分銀行前,ja,竹町大分銀行前
竹町大分銀行前,ja-Hrkt,たけまちおおいたぎんこうまえ
竹町大分銀行前,en,Takemachi Oita Ginko Mae
竹町大分銀行前,ko,다케마치오이타긴코마에
竹町大分銀行前,zh-cn,竹町大分银行前
竹町大分銀行前,zh-tw,竹町大分銀行前
六勝園,en,Rokushoen
六勝園,ko,로쿠쇼엔
六勝園,zh-cn,六胜园
六勝園,zh-tw,六勝園
森交差点,ja,森交差点
森交差点,ja-Hrkt,もりこうさてん
ソフトパーク前,ja,ソフトパーク前
ソフトパーク前,ja-Hrkt,そふとぱーくまえ
ソフトパーク前,en,Soft Park Mae
ソフトパーク前,ko,소프트파크마에
ソフトパーク前,zh-cn,软件园前
ソフトパーク前,zh-tw,軟體園前
武蔵古市,ja,武蔵古市
武蔵古市,ja-Hrkt,むさしふるいち
武蔵古市,en,Musashi Furuichi
武蔵古市,ko,무사시후루이치
武蔵古市,zh-cn,武藏古市
武蔵古市,zh-tw,武藏古市
春日町,ja,春日町
春日町,ja-Hrkt,かすがまち
春日町,en,Kasugamachi [Oitashi]
春日町,ko,가스가마치 [오이타시]
春日町,zh-cn,春日町［大分市］
春日町,zh-tw,春日町［大分市］
大神,en,Oga
大神,ko,오가
大神,zh-cn,大神
大神,zh-tw,大神
石垣９丁目,ja,石垣９丁目
石垣９丁目,ja-Hrkt,いしがききゅうちょうめ
南糸原,ja,南糸原
南糸原,ja-Hrkt,みなみいとはる
小原,en,Owara [Kunisakishi]
小原,ko,오와라 [구니사키시]
小原,zh-cn,小原［国东市］
小原,zh-tw,小原［國東市］
西春日町,en,Nishi Kasugamachi
西春日町,ko,니시카스가마치
西春日町,zh-cn,西春日町
西春日町,zh-tw,西春日町
北奈多,en,Kitanada
北奈多,ko,기타나다
北奈多,zh-cn,北奈多
北奈多,zh-tw,北奈多
辻間,ja,辻間
辻間,ja-Hrkt,つじま
辻間,en,Tsujima
辻間,ko,쓰지마
辻間,zh-cn,辻间
辻間,zh-tw,辻間
森入口,ja,森入口
森入口,ja-Hrkt,もりいりぐち
是城,ja,是城
是城,ja-Hrkt,これしろ
守末,ja,守末
守末,ja-Hrkt,もりすえ
守末,en,Morisue
守末,ko,모리스에
守末,zh-cn,守末
守末,zh-tw,守末
柑橘試験場前,ja,柑橘試験場前
柑橘試験場前,ja-Hrkt,かんきつしけんじょうまえ
オアシスひろば前,ja,オアシスひろば前
オアシスひろば前,ja-Hrkt,おあしすひろばまえ
六条,ja,六条
六条,ja-Hrkt,ろくじょう
六条,en,Rokujo
六条,ko,로쿠조
六条,zh-cn,六条
六条,zh-tw,六條
高崎３丁目,ja,高崎３丁目
高崎３丁目,ja-Hrkt,たかさきさんちょうめ
高崎３丁目,en,Takasaki 3 Chome
高崎３丁目,ko,다카사키산초메
高崎３丁目,zh-cn,高崎３丁目
高崎３丁目,zh-tw,高崎３丁目
高崎４丁目,ja,高崎４丁目
高崎４丁目,ja-Hrkt,たかさきよんちょうめ
新川,en,Shinkawa
新川,ko,신카와
新川,zh-cn,新川
新川,zh-tw,新川
亀川駅前,ja,亀川駅前
亀川駅前,ja-Hrkt,かめがわえきまえ
亀川駅前,en,Kamegawa Eki Mae(For Oita Sta.)
亀川駅前,ko,가메가와에키마에(오이타역방면)
亀川駅前,zh-cn,龟川站前(大分站方面)
亀川駅前,zh-tw,龜川站前(大分站方向)
三条,ja,三条
三条,ja-Hrkt,さんじょう
三条,en,Sanjo
三条,ko,산조
三条,zh-cn,三条
三条,zh-tw,三條
卸売市場前,ja,卸売市場前
卸売市場前,ja-Hrkt,おろしうりしじょうまえ
卸売市場前,en,Oroshiuri Shijo Mae
卸売市場前,ko,오로시우리시조마에
卸売市場前,zh-cn,批发市场前
卸売市場前,zh-tw,批發市場前
小坂入口,ja,小坂入口
小坂入口,ja-Hrkt,おさかいりぐち
大分駅前,ja,大分駅前
大分駅前,ja-Hrkt,おおいたえきまえ
大分駅前,en,Oita Eki Mae
大分駅前,ko,오이타에키마에
大分駅前,zh-cn,大分站前
大分駅前,zh-tw,大分站前
猪尾口,ja,猪尾口
猪尾口,ja-Hrkt,いのおぐち
猪尾口,en,Inooguchi
猪尾口,ko,이노오구치
猪尾口,zh-cn,猪尾口
猪尾口,zh-tw,豬尾口
オアシスひろば前,en,Oasis Hiroba Mae
オアシスひろば前,ko,오아시스히로바마에
オアシスひろば前,zh-cn,绿洲广场前
オアシスひろば前,zh-tw,綠洲廣場前
東大道1丁目,ja,東大道1丁目
東大道1丁目,ja-Hrkt,ひがしおおみちいっちょうめ
東大道1丁目,en,Higashi Omichi 1 Chome
東大道1丁目,ko,히가시오미치잇초메
東大道1丁目,zh-cn,东大道１丁目
東大道1丁目,zh-tw,東大道１丁目
三川,ja,三川
三川,ja-Hrkt,みかわ
都町三丁目,ja,都町三丁目
都町三丁目,ja-Hrkt,みやこまちさんちょうめ
都町三丁目,en,Miyakomachi 3 Chome
都町三丁目,ko,미야코마치산초메
都町三丁目,zh-cn,都町三丁目
都町三丁目,zh-tw,都町三丁目
金谷迫公民館前,ja,金谷迫公民館前
金谷迫公民館前,ja-Hrkt,かなやさここうみんかんまえ
王子神社前,ja,王子神社前
王子神社前,ja-Hrkt,おうじじんじゃまえ
日出役場前,en,Hiji Yakuba Mae
日出役場前,ko,히지야쿠바마에
日出役場前,zh-cn,日出役场前
日出役場前,zh-tw,日出役場前
大分中央署前,en,Oita Chuosho Mae
大分中央署前,ko,오이타추오쇼마에
大分中央署前,zh-cn,大分中央署前
大分中央署前,zh-tw,大分中央署前
高崎山,ja,高崎山
高崎山,ja-Hrkt,たかさきやましぜんどうぶつえんまえ
高崎山,en,Takasakiyama
高崎山,ko,다카사키야마
高崎山,zh-cn,高崎山
高崎山,zh-tw,高崎山
小浦,ja,小浦
小浦,ja-Hrkt,こうら
小浦,en,Koura(For Kitsuki・Kunisaki)
小浦,ko,고우라 [코쿠도10호]
小浦,zh-cn,小浦［国道１０号］
小浦,zh-tw,小浦［國道１０號］
熊丸,ja,熊丸
熊丸,ja-Hrkt,くままる
新大内,ja,新大内
新大内,ja-Hrkt,しんおおうち
治郎丸,ja,治郎丸
治郎丸,ja-Hrkt,じろまる
富士紡社宅前,ja,富士紡社宅前
富士紡社宅前,ja-Hrkt,ふじぼうしゃたくまえ
王子,ja,王子
王子,ja-Hrkt,おうじ
国東高校前,ja,国東高校前
国東高校前,ja-Hrkt,くにさきこうこうまえ
国東高校前,en,Kunisaki Koko Mae
国東高校前,ko,구니사키코코마에
国東高校前,zh-cn,国东高校前
国東高校前,zh-tw,國東高校前
熊丸,en,Kumamaru
熊丸,ko,구마마루
熊丸,zh-cn,熊丸
熊丸,zh-tw,熊丸
臥温,ja,臥温
臥温,ja-Hrkt,がおん
臥温,en,Gaon
臥温,ko,가온
臥温,zh-cn,卧温
臥温,zh-tw,臥溫
石垣８丁目,ja,石垣８丁目
石垣８丁目,ja-Hrkt,いしがきはっちょうめ
別府溝部学園短大前,ja,別府溝部学園短大前
別府溝部学園短大前,ja-Hrkt,みぞべじょしたんだいまえ
別府溝部学園短大前,en,Beppu Mizobe Gakuen Tandai Mae
別府溝部学園短大前,ko,벳푸미조베가쿠엔탄다이마에
別府溝部学園短大前,zh-cn,别府沟部学园短大前
別府溝部学園短大前,zh-tw,別府溝部學園短大前
豊岡駅前,en,Toyooka Eki Mae
豊岡駅前,ko,도요오카에키마에
豊岡駅前,zh-cn,丰冈站前
豊岡駅前,zh-tw,豐岡站前
５号地大交車庫,ja,５号地大交車庫
５号地大交車庫,ja-Hrkt,ごごうちだいこうしゃこまえ
５号地大交車庫,en,5 Gochi Daiko Shako Mae
５号地大交車庫,ko,고고치다이코샤코마에
５号地大交車庫,zh-cn,５号地大交车库前
５号地大交車庫,zh-tw,５號地大交車庫前
八幡小学校前,ja,八幡小学校前
八幡小学校前,ja-Hrkt,やはたしょうがっこうまえ
八幡小学校前,en,Yahata Shogakko Mae
八幡小学校前,ko,야하타쇼갓코마에
八幡小学校前,zh-cn,八幡小学校前
八幡小学校前,zh-tw,八幡小學校前
別府タワー前,ja,別府タワー前
別府タワー前,ja-Hrkt,べっぷたわーまえ
別府タワー前,en,Beppu Tower Mae
別府タワー前,ko,벳푸타워마에
別府タワー前,zh-cn,别府塔前
別府タワー前,zh-tw,別府塔前
錦江橋北詰,ja,錦江橋北詰
錦江橋北詰,ja-Hrkt,きんこうばしきたづめ
錦江橋北詰,en,Kinkobashi Kitazume
錦江橋北詰,ko,긴코바시키타즈메
錦江橋北詰,zh-cn,锦江桥北诘
錦江橋北詰,zh-tw,錦江橋北詰
附属特別支援学校前,ja,附属特別支援学校前
附属特別支援学校前,ja-Hrkt,ふぞくとくべつしえんがっこうまえ
附属特別支援学校前,en,Fuzoku Tokubetsu Shien Gakko Mae
附属特別支援学校前,ko,후조쿠토쿠베쓰시엔갓코마에
附属特別支援学校前,zh-cn,附属特别支援学校前
附属特別支援学校前,zh-tw,附屬特別支援學校前
八坂,en,Yasaka
八坂,ko,야사카
八坂,zh-cn,八坂
八坂,zh-tw,八坂
塩屋,ja,塩屋
塩屋,ja-Hrkt,しおや
杵築インター,ja,杵築インター
杵築インター,ja-Hrkt,きつきいんたー
大分市役所合同新聞社前,ja,大分市役所合同新聞社前
大分市役所合同新聞社前,ja-Hrkt,ｵｵｲﾀｼﾔｸｼｮｺﾞｳﾄﾞｳｼﾝﾌﾞﾝｼｬﾏｴ
横町,en,Yokomachi
横町,ko,요코마치
横町,zh-cn,横町
横町,zh-tw,橫町
的ヶ浜公園前,en,Matogahama Koen Mae
的ヶ浜公園前,ko,마토가하마코엔마에
的ヶ浜公園前,zh-cn,的滨公园前
的ヶ浜公園前,zh-tw,的濱公園前
豊岡,en,Toyooka [Kendo 521 Go]
豊岡,ko,도요오카 [켄도521호]
豊岡,zh-cn,丰冈［县道５２１号］
豊岡,zh-tw,豐岡［縣道５２１號］
糸原,ja,糸原
糸原,ja-Hrkt,いとはる
港町,ja,港町
港町,ja-Hrkt,みなとまち
内田,ja,内田
内田,ja-Hrkt,うちだ
豊海公園前,ja,豊海公園前
豊海公園前,ja-Hrkt,とよみこうえんまえ
豊海公園前,en,Toyomi Koen Mae
豊海公園前,ko,도요미코엔마에
豊海公園前,zh-cn,丰海公园前
豊海公園前,zh-tw,豐海公園前
桜町,ja,桜町
桜町,ja-Hrkt,さくらまち
附属中学校前,ja,附属中学校前
附属中学校前,ja-Hrkt,ふぞくちゅうがっこうまえ
附属中学校前,en,Fuzoku Chugakko Mae
附属中学校前,ko,후조쿠추갓코마에
附属中学校前,zh-cn,附属中学校前
附属中学校前,zh-tw,附屬中學校前
御馬山,ja,御馬山
御馬山,ja-Hrkt,ごんばやま
御馬山,en,Gombayama
御馬山,ko,곤바야마
御馬山,zh-cn,御马山
御馬山,zh-tw,御馬山
田深橋,ja,田深橋
田深橋,ja-Hrkt,たぶかばし
田深橋,en,Tabukabashi
田深橋,ko,다부카바시
田深橋,zh-cn,田深桥
田深橋,zh-tw,田深橋
上神田,ja,上神田
上神田,ja-Hrkt,かみかんだ
豊岡駅口,ja,豊岡駅口
豊岡駅口,ja-Hrkt,とよおかえきぐち
豊岡駅口,en,Toyooka Ekiguchi
豊岡駅口,ko,도요오카에키구치
豊岡駅口,zh-cn,丰冈站口
豊岡駅口,zh-tw,豐岡站口
京町,ja,京町
京町,ja-Hrkt,きょうまち
据場,ja,据場
据場,ja-Hrkt,すえば
春日浦,en,Kasugaura
春日浦,ko,가스가우라
春日浦,zh-cn,春日浦
春日浦,zh-tw,春日浦
大友氏館跡西側入口,ja,大友氏館跡西側入口
大友氏館跡西側入口,ja-Hrkt,ｵｵﾄﾓｼﾔｶﾀｱﾄﾆｼｶﾞﾜｲﾘｸﾞﾁ
王子神社前,en,Oji Jinja Mae
王子神社前,ko,오지진자마에
王子神社前,zh-cn,王子神社前
王子神社前,zh-tw,王子神社前
大分西高校前,ja,大分西高校前
大分西高校前,ja-Hrkt,おおいたにしこうこうまえ
大分西高校前,en,Oita Nishi Koko Mae
大分西高校前,ko,오이타니시코코마에
大分西高校前,zh-cn,大分西高校前
大分西高校前,zh-tw,大分西高校前
吉弘温泉前,ja,吉弘温泉前
吉弘温泉前,ja-Hrkt,よしひろおんせんまえ
にじが丘入口,ja,にじが丘入口
にじが丘入口,ja-Hrkt,にじがおかいりぐち
にじが丘入口,en,Nijigaoka Iriguchi
にじが丘入口,ko,니지가오카이리구치
にじが丘入口,zh-cn,虹丘入口
にじが丘入口,zh-tw,虹丘入口
錦江橋,ja,錦江橋
錦江橋,ja-Hrkt,きんこうばし
錦江橋,en,Kinkobashi
錦江橋,ko,긴코바시
錦江橋,zh-cn,锦江桥
錦江橋,zh-tw,錦江橋
実相寺,ja,実相寺
実相寺,ja-Hrkt,じっそうじ
ジャパンセミコンダクター入口,en,Japan Semiconductor Iriguchi
ジャパンセミコンダクター入口,ko,재팬세미콘덕터이리구치
ジャパンセミコンダクター入口,zh-cn,日本半導體公司入口
ジャパンセミコンダクター入口,zh-tw,株式会社日本半导体入口
赤山,en,Akayama
赤山,ko,아카야마
赤山,zh-cn,赤山
赤山,zh-tw,赤山
安岐湊局前,ja,安岐湊局前
安岐湊局前,ja-Hrkt,あきみなときょくまえ
安岐湊局前,en,Aki Minatokyoku Mae
安岐湊局前,ko,아키미나토쿄쿠마에
安岐湊局前,zh-cn,安岐凑局前
安岐湊局前,zh-tw,安岐湊局前
合同庁舎稲荷前,ja,合同庁舎稲荷前
合同庁舎稲荷前,ja-Hrkt,ごうどうちょうしゃいなりまえ
上野丘公園,ja,上野丘公園
上野丘公園,ja-Hrkt,うえのがおかこうえん
上野丘公園,en,Uenogaoka Koen
上野丘公園,ko,우에노가오카코엔
上野丘公園,zh-cn,上野丘公園
上野丘公園,zh-tw,上野丘公园
生石１丁目,en,Ikushi 1 Chome
生石１丁目,ko,이쿠시잇초메
生石１丁目,zh-cn,生石１丁目
生石１丁目,zh-tw,生石１丁目
荷揚町,en,Niagemachi
荷揚町,ko,니아게마치
荷揚町,zh-cn,荷扬町
荷揚町,zh-tw,荷揚町
西部公民館入口,ja,西部公民館入口
西部公民館入口,ja-Hrkt,せいぶこうみんかんいりぐち
県立図書館前,ja,県立図書館前
県立図書館前,ja-Hrkt,けんりつとしょかんまえ
森交差点,en,Mori Kosaten
森交差点,ko,모리코사텐
森交差点,zh-cn,森交叉点
森交差点,zh-tw,森路口
三川,en,Mikawa
三川,ko,미카와
三川,zh-cn,三川
三川,zh-tw,三川
重藤,en,Shigefuji
重藤,ko,시게후지
重藤,zh-cn,重藤
重藤,zh-tw,重藤
本庄,en,Honjo
本庄,ko,혼조
本庄,zh-cn,本庄
本庄,zh-tw,本莊
溝部女子短大前,ja,溝部女子短大前
溝部女子短大前,ja-Hrkt,みぞべじょしたんだいまえ
王子山の手公園前,ja,王子山の手公園前
王子山の手公園前,ja-Hrkt,おうじやまのてこうえんまえ
王子山の手公園前,en,Oji Yamanote Koen Mae
王子山の手公園前,ko,오지야마노테코엔마에
王子山の手公園前,zh-cn,王子山之手公园前
王子山の手公園前,zh-tw,王子山之手公園前
ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前,ja,ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前
ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前,ja-Hrkt,すかいたうんたかさきぐらんどまえ
ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前,en,Sky Town Takasaki Ground Mae
ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前,ko,스카이타운타카사키그랜드마에
ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前,zh-cn,蓝天城高崎运动场前
ｽｶｲﾀｳﾝ高崎ｸﾞﾗﾝﾄﾞ前,zh-tw,藍天城高崎運動場前
下野田,en,Shimo Noda
下野田,ko,시모노다
下野田,zh-cn,下野田
下野田,zh-tw,下野田
恵比須町,ja,恵比須町
恵比須町,ja-Hrkt,えびすまち
恵比須町,en,Ebisumachi
恵比須町,ko,에비스마치
恵比須町,zh-cn,惠比须町
恵比須町,zh-tw,惠比須町
国東,ja,国東
国東,ja-Hrkt,くにさき
パークプレイス大分,ja,パークプレイス大分
パークプレイス大分,ja-Hrkt,ぱーくぷれいすおおいた
大友氏館跡西側入口,en,Otomoshi Yakataato Nishigawa Iriguchi
大友氏館跡西側入口,ko,오토모시야카타아토니시가와이리구치
大友氏館跡西側入口,zh-cn,大友氏馆遗址西侧入口
大友氏館跡西側入口,zh-tw,大友氏館遺址西側入口
吉弘温泉前,en,Yoshihiro Onsen Mae
吉弘温泉前,ko,요시히로온센마에
吉弘温泉前,zh-cn,吉弘温泉前
吉弘温泉前,zh-tw,吉弘溫泉前
にじが丘西公園前,ja,にじが丘西公園前
にじが丘西公園前,ja-Hrkt,にじがおかにしこうえんまえ
にじが丘西公園前,en,Nijigaoka Nishi Koen Mae
にじが丘西公園前,ko,니지가오카니시코엔마에
にじが丘西公園前,zh-cn,虹丘西公园前
にじが丘西公園前,zh-tw,虹丘西公園前
港町,en,Minatomachi
港町,ko,미나토마치
港町,zh-cn,港町
港町,zh-tw,港町
ｽｶｲﾀｳﾝ高崎入口,ja,ｽｶｲﾀｳﾝ高崎入口
ｽｶｲﾀｳﾝ高崎入口,ja-Hrkt,すかいたうんたかさきいりぐち
辻間団地,ja,辻間団地
辻間団地,ja-Hrkt,つじまだんち
小坂入口,en,Osaka Iriguchi
小坂入口,ko,고사카이리구치
小坂入口,zh-cn,小坂入口
小坂入口,zh-tw,小坂入口
北中町,ja,北中町
北中町,ja-Hrkt,きたじゅうまち
北中町,en,Kitajumachi
北中町,ko,기타주마치
北中町,zh-cn,北中町
北中町,zh-tw,北中町
榎,ja,榎
榎,ja-Hrkt,えのき
榎,en,Enoki
榎,ko,에노키
榎,zh-cn,榎
榎,zh-tw,榎
大分空港,en,Oita Kuko
大分空港,ko,오이타공항
大分空港,zh-cn,大分机场
大分空港,zh-tw,大分機場
パークプレイス下,ja,パークプレイス下
パークプレイス下,ja-Hrkt,ぱーくぷれいすした
パークプレイス下,en,Park Place Shita
パークプレイス下,ko,파크플레이스 시타
パークプレイス下,zh-cn,公园广场下
パークプレイス下,zh-tw,公園廣場下
暘谷駅前,ja,暘谷駅前
暘谷駅前,ja-Hrkt,ようこくえきまえ
暘谷駅前,en,Yokoku Eki Mae
暘谷駅前,ko,요코쿠에키마에
暘谷駅前,zh-cn,暘谷站前
暘谷駅前,zh-tw,暘谷站前
コンパルホール入口,en,Compal Hall Iriguchi
コンパルホール入口,ko,컴펄홀이리구치
コンパルホール入口,zh-cn,ＣＯＭＰＡＬ大厅入口
コンパルホール入口,zh-tw,ＣＯＭＰＡＬ大廳入口
要町,ja,要町
要町,ja-Hrkt,かなめまち
要町,en,Kanamemachi
要町,ko,가나메마치
要町,zh-cn,要町
要町,zh-tw,要町
かなりや公園前,en,Kanariya Koen Mae
かなりや公園前,ko,가나리야코엔마에
かなりや公園前,zh-cn,金丝雀公园前
かなりや公園前,zh-tw,金絲雀公園前
八条,ja,八条
八条,ja-Hrkt,はちじょう
内竃,ja,内竃
内竃,ja-Hrkt,うちかまど
内竃,en,Uchikamado
内竃,ko,우치카마도
内竃,zh-cn,内灶
内竃,zh-tw,內灶
弁天三丁目,en,Benten 3 Chome
弁天三丁目,ko,벤텐산초메
弁天三丁目,zh-cn,弁天三丁目
弁天三丁目,zh-tw,弁天三丁目
スパランド豊海入口,ja,スパランド豊海入口
スパランド豊海入口,ja-Hrkt,すぱらんどとよみいりぐち
東八幡,ja,東八幡
東八幡,ja-Hrkt,ひがしやはた
東八幡,en,Higashi Yahata
東八幡,ko,히가시야하타
東八幡,zh-cn,东八幡
東八幡,zh-tw,東八幡
京町,en,Kyomachi
京町,ko,교마치
京町,zh-cn,京町
京町,zh-tw,京町
高尾台入口,ja,高尾台入口
高尾台入口,ja-Hrkt,たかおだいいりぐち
高尾台入口,en,Takaodai Iriguchi
高尾台入口,ko,다카오다이이리구치
高尾台入口,zh-cn,高尾台入口
高尾台入口,zh-tw,高尾台入口
塩屋,en,Shioya
塩屋,ko,시오야
塩屋,zh-cn,盐屋
塩屋,zh-tw,鹽屋
楓江団地前,ja,楓江団地前
楓江団地前,ja-Hrkt,ふうこうだんちまえ
楓江団地前,en,Fuko Danchi Mae
楓江団地前,ko,후코단치마에
楓江団地前,zh-cn,枫江团地前
楓江団地前,zh-tw,楓江團地前
宮川橋,en,Miyakawabashi
宮川橋,ko,미야카와바시
宮川橋,zh-cn,宫川桥
宮川橋,zh-tw,宮川橋
中原,ja,中原
中原,ja-Hrkt,なかばる
都町四丁目,en,Miyakomachi 4 Chome
都町四丁目,ko,미야코마치욘초메
都町四丁目,zh-cn,都町四丁目
都町四丁目,zh-tw,都町四丁目
中原,en,Nakabaru [Oitashi]
中原,ko,나카바루 [오이타시]
中原,zh-cn,中原［大分市］
中原,zh-tw,中原［大分市］
中平,en,Nakahira [Kitsukishi]
中平,ko,나카히라 [기쓰키시]
中平,zh-cn,中平［杵筑市］
中平,zh-tw,中平［杵築市］
AMANE RESORT前,ja,AMANE RESORT前
AMANE RESORT前,ja-Hrkt,あまねりぞーとまえ
AMANE RESORT前,en,Amane Resort mae
AMANE RESORT前,ko,아마네리조트마에
AMANE RESORT前,zh-cn,ＡＭＡＮＥＲＥＳＯＲＴ前
AMANE RESORT前,zh-tw,ＡＭＡＮＥＲＥＳＯＲＴ前
守江,en,Morie
守江,ko,모리에
守江,zh-cn,守江
守江,zh-tw,守江
中央通り⑥,ja,中央通り⑥
中央通り⑥,ja-Hrkt,ちゅうおうどおり
中央通り⑥,en,Chuo Dori ⑥[Oita Bus/Oita Kotsu]
中央通り⑥,ko,추오도리⑥ [오이타버스/오이타코쓰]
中央通り⑥,zh-cn,中央通⑥［大分巴士/大分交通］
中央通り⑥,zh-tw,中央通⑥［大分巴士/大分交通］
下坂本,ja,下坂本
下坂本,ja-Hrkt,しもさかもと
弁天前,en,Benten Mae
弁天前,ko,벤텐마에
弁天前,zh-cn,弁天前
弁天前,zh-tw,弁天前
秡谷,ja,秡谷
秡谷,ja-Hrkt,はらいだに
秡谷,en,Haraidani
秡谷,ko,하라이다니
秡谷,zh-cn,秡谷
秡谷,zh-tw,秡谷
春日神社前,ja,春日神社前
春日神社前,ja-Hrkt,かすがじんじゃまえ
春日神社前,en,Kasuga Jinja Mae
春日神社前,ko,가스가진자마에
春日神社前,zh-cn,春日神社前
春日神社前,zh-tw,春日神社前
相原,ja,相原
相原,ja-Hrkt,あいわら
相原,en,Aiwara
相原,ko,아이와라
相原,zh-cn,相原
相原,zh-tw,相原
黒津崎海岸,ja,黒津崎海岸
黒津崎海岸,ja-Hrkt,くろつざきかいがん
黒津崎海岸,en,Kurotsuzaki Kaigan
黒津崎海岸,ko,구로쓰자키카이간
黒津崎海岸,zh-cn,黑津崎海岸
黒津崎海岸,zh-tw,黑津崎海岸
太田,ja,太田
太田,ja-Hrkt,たいだ
太田,en,Taida [Hijimachi]
太田,ko,다이다 [히지마치]
太田,zh-cn,太田［日出町］
太田,zh-tw,太田［日出町］
市の原,ja,市の原
市の原,ja-Hrkt,いちのはる
鉄輪温泉,en,Kannawa Onsen
鉄輪温泉,ko,간나와온센
鉄輪温泉,zh-cn,铁轮温泉
鉄輪温泉,zh-tw,鐵輪溫泉
大道校区公民館前,en,Omichi Koku Kominkan Mae
大道校区公民館前,ko,오미치코쿠코민칸마에
大道校区公民館前,zh-cn,大道校区公民馆前
大道校区公民館前,zh-tw,大道校區公民館前
一の坂,en,Ichinosaka
一の坂,ko,이치노사카
一の坂,zh-cn,一之坂
一の坂,zh-tw,一之坂
駅前本町,ja,駅前本町
駅前本町,ja-Hrkt,えきまえほんまち
柑橘試験場入口,ja,柑橘試験場入口
柑橘試験場入口,ja-Hrkt,かんきつしけんじょういりぐち
柑橘試験場入口,en,Kankitsu Shikenjo Iriguchi
柑橘試験場入口,ko,간키쓰시켄조이리구치
柑橘試験場入口,zh-cn,柑橘试验场入口
柑橘試験場入口,zh-tw,柑橘試驗場入口
桜町,en,Sakuramachi
桜町,ko,사쿠라마치
桜町,zh-cn,樱町
桜町,zh-tw,櫻町
青葉台北,en,Aobadai Kita
青葉台北,ko,아오바다이키타
青葉台北,zh-cn,青叶台北
青葉台北,zh-tw,青葉台北
なかよし公園前,ja,なかよし公園前
なかよし公園前,ja-Hrkt,なかよしこうえんまえ
なかよし公園前,en,Nakayoshi Koen Mae
なかよし公園前,ko,나카요시코엔마에
なかよし公園前,zh-cn,好伙伴公园前
なかよし公園前,zh-tw,好夥伴公園前
内田,en,Uchida
内田,ko,우치다
内田,zh-cn,内田
内田,zh-tw,內田
北石垣,ja,北石垣
北石垣,ja-Hrkt,きたいしがき
北石垣,en,Kita Ishigaki
北石垣,ko,기타이시가키
北石垣,zh-cn,北石垣
北石垣,zh-tw,北石垣
