trans_id,lang,translation
市用,en,Ichimochi
新橋,ja,新橋
新橋,zh-cn,新桥
新橋,zh-tw,新橋
新橋,ko,신바시
新橋,ja-Hrkt,しんばし
新橋,en,Shimbashi
小岩本,ja,小岩本
小岩本,zh-cn,小岩本
小岩本,zh-tw,小岩本
小岩本,ko,코이와모토
小岩本,ja-Hrkt,こいわもと
小岩本,en,Koiwamoto
学校跡,ja,学校跡
学校跡,zh-cn,学校废墟
学校跡,zh-tw,學校廢墟
学校跡,ko,학교 흔적
学校跡,ja-Hrkt,がっこうあと
学校跡,en,after school
倉橋,ja,倉橋
倉橋,zh-cn,仓桥
倉橋,zh-tw,倉橋
倉橋,ko,쿠라하시
倉橋,ja-Hrkt,くらはし
倉橋,en,Kurahashi
柳の元,ja,柳の元
柳の元,zh-cn,柳元
柳の元,zh-tw,柳元
柳の元,ko,버드나무
柳の元,ja-Hrkt,やなぎのもと
柳の元,en,under the willow
仲村,ja,仲村
仲村,zh-cn,仲村
仲村,zh-tw,仲村
仲村,ko,나카무라
仲村,ja-Hrkt,なかむら
仲村,en,Nakamura
横舞入口,ja,横舞入口
横舞入口,zh-cn,横舞入口
横舞入口,zh-tw,横舞入口
横舞入口,ko,횡무입구
横舞入口,ja-Hrkt,よこまいいりぐち
横舞入口,en,Yokohama Iriguchi
須崎,ja,須崎
須崎,zh-cn,须崎
須崎,zh-tw,須崎
須崎,ko,스사키
須崎,ja-Hrkt,すざき
須崎,en,Suzaki
山脇,ja,山脇
山脇,zh-cn,山胁
山脇,zh-tw,山脅
山脇,ko,야마와키
山脇,ja-Hrkt,やまわき
山脇,en,Yamawaki
竹田駅前,ja,竹田駅前
竹田駅前,zh-cn,竹田站前
竹田駅前,zh-tw,竹田站前
竹田駅前,ko,다케다역 앞
竹田駅前,ja-Hrkt,たけたえきまえ
竹田駅前,en,Taketa Ekimae
千引,ja,千引
千引,zh-cn,千引
千引,zh-tw,千引
千引,ko,천인
千引,ja-Hrkt,せんびき
千引,en,Senbiki
辻迫,ja,辻迫
辻迫,zh-cn,辻迫
辻迫,zh-tw,辻迫
辻迫,ko,쓰지박
辻迫,ja-Hrkt,つじさこ
辻迫,en,Tsujisako
井戸入口,ja,井戸入口
井戸入口,zh-cn,井戸入口
井戸入口,zh-tw,井戸入口
井戸入口,ko,우물 입구
井戸入口,ja-Hrkt,いどいりぐち
井戸入口,en,Idoiriguchi
久住支所前,ja,久住支所前
久住支所前,zh-cn,久住店前
久住支所前,zh-tw,久住店前
久住支所前,ko,쿠스미 ​​출장소 앞
久住支所前,ja-Hrkt,くじゅうししょまえ
久住支所前,en,Kuju Station
横入様前,ja,横入様前
横入様前,zh-cn,横入様前
横入様前,zh-tw,横入様前
横入様前,ko,옆 입양 전
横入様前,ja-Hrkt,よこいりさままえ
横入様前,en,Yokoirisa mae
赤坂,ja,赤坂
赤坂,zh-cn,赤坂
赤坂,zh-tw,赤坂
赤坂,ko,아카사카
赤坂,ja-Hrkt,あかさか
赤坂,en,Akasaka
小野屋駅前,ja,小野屋駅前
小野屋駅前,zh-cn,小野屋站前
小野屋駅前,zh-tw,小野屋站前
小野屋駅前,ko,오노야 에키마에
小野屋駅前,ja-Hrkt,おのやえきまえ
小野屋駅前,en,Terrible Ekimae
高岩,ja,高岩
高岩,zh-cn,高岩
高岩,zh-tw,高岩
高岩,ko,고암
高岩,ja-Hrkt,たかいわ
高岩,en,Takaiwa
大分駅前８,ja,大分駅前８
大分駅前８,zh-cn,大分站前广场8号
大分駅前８,zh-tw,大分站前廣場8號
大分駅前８,ko,오이타역 앞 8
大分駅前８,ja-Hrkt,おおいたえきまえ
大分駅前８,en,Oita Ekimae
南部小学校前,ja,南部小学校前
南部小学校前,zh-cn,南部小学校前
南部小学校前,zh-tw,南部小學校前
南部小学校前,ko,남부 초등학교 앞
南部小学校前,ja-Hrkt,なんぶしょうがっこうまえ
南部小学校前,en,Before school
松尾,ja,松尾
松尾,zh-cn,松尾
松尾,zh-tw,松尾
松尾,ko,마츠오
松尾,ja-Hrkt,まつお
松尾,en,Matsuo
荒牧入口,ja,荒牧入口
荒牧入口,zh-cn,荒牧入口
荒牧入口,zh-tw,荒牧入口
荒牧入口,ko,아라마키 입구
荒牧入口,ja-Hrkt,あらまきいりぐち
荒牧入口,en,Aramaki Iriguchi
穴井迫,ja,穴井迫
穴井迫,zh-cn,穴井迫
穴井迫,zh-tw,穴井迫
穴井迫,ko,아나이 박
穴井迫,ja-Hrkt,あないざこ
穴井迫,en,Anai Zako
小石原,ja,小石原
小石原,zh-cn,小石原
小石原,zh-tw,小石原
小石原,ko,고이시하라
小石原,ja-Hrkt,こいしばる
小石原,en,Koishibaru
螺貝,ja,螺貝
螺貝,zh-cn,螺壳
螺貝,zh-tw,螺殼
螺貝,ko,나비
螺貝,ja-Hrkt,ほらがい
螺貝,en,Horagai
渡瀬,ja,渡瀬
渡瀬,zh-cn,渡濑
渡瀬,zh-tw,渡瀨
渡瀬,ko,와타세
渡瀬,ja-Hrkt,わたせ
渡瀬,en,Watase
馬渡,ja,馬渡
馬渡,zh-cn,马渡
馬渡,zh-tw,馬渡
馬渡,ko,마도
馬渡,ja-Hrkt,まわたり
馬渡,en,Around
桶井戸入口,ja,桶井戸入口
桶井戸入口,zh-cn,桶井戸入口
桶井戸入口,zh-tw,桶井戸入口
桶井戸入口,ko,통 우물 입구
桶井戸入口,ja-Hrkt,おけいどいりぐち
桶井戸入口,en,Okeiguchi
石田,ja,石田
石田,zh-cn,石田
石田,zh-tw,石田
石田,ko,이시다
石田,ja-Hrkt,いしだ
石田,en,Ishida
都野局前,ja,都野局前
都野局前,zh-cn,都野站前
都野局前,zh-tw,都野站前
都野局前,ko,도노국 앞
都野局前,ja-Hrkt,みやこのきょくまえ
都野局前,en,Miyako's school
小仲尾,ja,小仲尾
小仲尾,zh-cn,小仲尾
小仲尾,zh-tw,小仲尾
小仲尾,ko,코나카오
小仲尾,ja-Hrkt,こなかお
小仲尾,en,Konakao
小畑,ja,小畑
小畑,zh-cn,小畑
小畑,zh-tw,小畑
小畑,ko,오바타
小畑,ja-Hrkt,おばたけ
小畑,en,ghost
栃原入口,ja,栃原入口
栃原入口,zh-cn,栃原入口
栃原入口,zh-tw,栃原入口
栃原入口,ko,도치하라 입구
栃原入口,ja-Hrkt,とちはらいりぐち
栃原入口,en,tochihara iriguchi
林,ja,林
林,zh-cn,林
林,zh-tw,林
林,ko,숲
林,ja-Hrkt,はやし
林,en,Hayashi
黒野入口,ja,黒野入口
黒野入口,zh-cn,黑野入口
黒野入口,zh-tw,黑野入口
黒野入口,ko,쿠로노 입구
黒野入口,ja-Hrkt,くろのいりぐち
黒野入口,en,Kuro no Iriguchi
茶園畑,ja,茶園畑
茶園畑,zh-cn,茶园畑
茶園畑,zh-tw,茶園畑
茶園畑,ko,차원밭
茶園畑,ja-Hrkt,ちやえんばた
茶園畑,en,Chiyaenbata
柚の木入口,ja,柚の木入口
柚の木入口,zh-cn,柚木入口
柚の木入口,zh-tw,柚木入口
柚の木入口,ko,유나무 입구
柚の木入口,ja-Hrkt,ゆのきいりぐち
柚の木入口,en,Yunoki Iriguchi
室小野,ja,室小野
室小野,zh-cn,室小野
室小野,zh-tw,室小野
室小野,ko,무로오노
室小野,ja-Hrkt,むろおの
室小野,en,Muroo's
境川,ja,境川
境川,zh-cn,境川
境川,zh-tw,境川
境川,ko,사카가와
境川,ja-Hrkt,さかいがわ
境川,en,Sakaigawa
中央線入口,ja,中央線入口
中央線入口,zh-cn,中央线入口
中央線入口,zh-tw,中央線入口
中央線入口,ko,중앙선 입구
中央線入口,ja-Hrkt,ちゅうおうせんいりぐち
中央線入口,en,Chuo Senriguchi
大分駅前４,ja,大分駅前４
大分駅前４,zh-cn,大分站前广场4
大分駅前４,zh-tw,大分站前廣場4
大分駅前４,ko,오이타역 앞 4
大分駅前４,ja-Hrkt,おおいたえきまえ
大分駅前４,en,Oita Ekimae
君が園,ja,君が園
君が園,zh-cn,你园
君が園,zh-tw,你園
君が園,ko,너가 원
君が園,ja-Hrkt,きみがその
君が園,en,you are that
地蔵前,ja,地蔵前
地蔵前,zh-cn,地藏前
地蔵前,zh-tw,地藏前
地蔵前,ko,지장 앞
地蔵前,ja-Hrkt,じぞうまえ
地蔵前,en,In front of you
宮平,ja,宮平
宮平,zh-cn,宫平
宮平,zh-tw,宮平
宮平,ko,미야히라
宮平,ja-Hrkt,みやびら
宮平,en,Miyabira
農協倉庫前,ja,農協倉庫前
農協倉庫前,zh-cn,农协仓库前
農協倉庫前,zh-tw,農協倉庫前
農協倉庫前,ko,농협 창고 앞
農協倉庫前,ja-Hrkt,のうきょうそうこまえ
農協倉庫前,en,Noukyo Souko mae
上坂田新橋,ja,上坂田新橋
上坂田新橋,zh-cn,上坂田新桥
上坂田新橋,zh-tw,上坂田新橋
上坂田新橋,ko,우에사카다 신바시
上坂田新橋,ja-Hrkt,かみさかたしんばし
上坂田新橋,en,Kamisakata Shimbashi
芹川ダム,ja,芹川ダム
芹川ダム,zh-cn,芹川大坝
芹川ダム,zh-tw,芹川大壩
芹川ダム,ko,세리카와 댐
芹川ダム,ja-Hrkt,せりかわだむ
芹川ダム,en,Serikawa Dam
柏野入口,ja,柏野入口
柏野入口,zh-cn,柏野入口
柏野入口,zh-tw,柏野入口
柏野入口,ko,카시와노 입구
柏野入口,ja-Hrkt,かしわのいりぐち
柏野入口,en,Kashiwa no Iriguchi
長慶,ja,長慶
長慶,zh-cn,長慶
長慶,zh-tw,長慶
長慶,ko,장경
長慶,ja-Hrkt,ちょうけん
長慶,en,Choken
下平田,ja,下平田
下平田,zh-cn,下平田
下平田,zh-tw,下平田
下平田,ko,시모히라다
下平田,ja-Hrkt,しもひらた
下平田,en,Serve Hirata
鍵小野,ja,鍵小野
鍵小野,zh-cn,键小野
鍵小野,zh-tw,鍵小野
鍵小野,ko,키오노
鍵小野,ja-Hrkt,かぎおの
鍵小野,en,lock
馬背野,ja,馬背野
馬背野,zh-cn,马前野
馬背野,zh-tw,馬前野
馬背野,ko,말 등
馬背野,ja-Hrkt,ませの
馬背野,en,Maseno
久住高原農業高校前,ja,久住高原農業高校前
久住高原農業高校前,zh-cn,久住高原农业高中前
久住高原農業高校前,zh-tw,久住高原農業高中前
久住高原農業高校前,ko,쿠스미 ​​고원 농업 고등학교 앞
久住高原農業高校前,ja-Hrkt,くじゅうこうげんのうぎょうこうこうまえ
久住高原農業高校前,en,Kujukogen Nougyokouko mae
中畑,ja,中畑
中畑,zh-cn,中畑
中畑,zh-tw,中畑
中畑,ko,나카하타
中畑,ja-Hrkt,なかはた
中畑,en,Nakahata
東庄内農協前,ja,東庄内農協前
東庄内農協前,zh-cn,东庄内农协前
東庄内農協前,zh-tw,東莊內農協前
東庄内農協前,ko,히가시쇼나이 농협 앞
東庄内農協前,ja-Hrkt,ひがししょうないのうきょうまえ
東庄内農協前,en,Higashishounainokyou mae
梶屋,ja,梶屋
梶屋,zh-cn,梶屋
梶屋,zh-tw,梶屋
梶屋,ko,카지야
梶屋,ja-Hrkt,かじや
梶屋,en,Kajiya
芋の迫,ja,芋の迫
芋の迫,zh-cn,芋迫
芋の迫,zh-tw,芋迫
芋の迫,ko,고구마의 박
芋の迫,ja-Hrkt,いものさこ
芋の迫,en,Imonosako
刈小野,ja,刈小野
刈小野,zh-cn,刈小野
刈小野,zh-tw,刈小野
刈小野,ko,카리오노
刈小野,ja-Hrkt,かりおの
刈小野,en,Kario's
桑畑,ja,桑畑
桑畑,zh-cn,桑园
桑畑,zh-tw,桑園
桑畑,ko,쿠와바타
桑畑,ja-Hrkt,くわばた
桑畑,en,Kuwabata
西福寺,ja,西福寺
西福寺,zh-cn,西福寺
西福寺,zh-tw,西福寺
西福寺,ko,시후쿠지
西福寺,ja-Hrkt,さいふくじ
西福寺,en,Wallet
二又,ja,二又
二又,zh-cn,二又
二又,zh-tw,二又
二又,ko,후타마타
二又,ja-Hrkt,ふたまた
二又,en,Futamata
新田,ja,新田
新田,zh-cn,新田
新田,zh-tw,新田
新田,ko,닛타
新田,ja-Hrkt,にいだ
新田,en,Niida
高鼻公園前,ja,高鼻公園前
高鼻公園前,zh-cn,高鼻公园前
高鼻公園前,zh-tw,高鼻公園前
高鼻公園前,ko,고코 공원 앞
高鼻公園前,ja-Hrkt,たかはなこうえんまえ
高鼻公園前,en,Takahana Koen mae
大畑入口,ja,大畑入口
大畑入口,zh-cn,大畑入口
大畑入口,zh-tw,大畑入口
大畑入口,ko,오하타 입구
大畑入口,ja-Hrkt,おおはたいりぐち
大畑入口,en,Ohata Exit
台,ja,台
台,zh-cn,台
台,zh-tw,台
台,ko,대
台,ja-Hrkt,だい
台,en,big
大分県立病院,ja,大分県立病院
大分県立病院,zh-cn,大分县立医院
大分県立病院,zh-tw,大分縣立醫院
大分県立病院,ko,오이타현립병원
大分県立病院,ja-Hrkt,おおいたけんりつびょういん
大分県立病院,en,Oita Kenritsu Byoin
須郷入口,ja,須郷入口
須郷入口,zh-cn,须乡入口
須郷入口,zh-tw,須鄉入口
須郷入口,ko,스고 입구
須郷入口,ja-Hrkt,すごういりぐち
須郷入口,en,Sugoiriguchi
徳尾,ja,徳尾
徳尾,zh-cn,徳尾
徳尾,zh-tw,徳尾
徳尾,ko,덕미
徳尾,ja-Hrkt,とくお
徳尾,en,Tokuo
竹田市コミュニティバス,ja,竹田市コミュニティバス
竹田市コミュニティバス,zh-cn,竹田市社区巴士
竹田市コミュニティバス,zh-tw,竹田市社區巴士
竹田市コミュニティバス,ko,다케다시 커뮤니티 버스
竹田市コミュニティバス,ja-Hrkt,タケタシコミュニティバス
竹田市コミュニティバス,en,Taketashi Community Bus
馬背野線,ja,馬背野線
馬背野線,en,Maseno Line
馬背野線,zh-cn,马背野线
馬背野線,zh-tw,馬背野線
馬背野線,ko,말 등산선
高伏～直入線,ja,高伏～直入線
高伏～直入線,en,Takabushi-Naoiri line
高伏～直入線,zh-cn,高伏-直入线
高伏～直入線,zh-tw,高伏-直入線
高伏～直入線,ko,다카부시-직입선
岩本線,ja,岩本線
岩本線,en,Iwamoto Line
岩本線,zh-cn,岩本线
岩本線,zh-tw,岩本線
岩本線,ko,이와모토선
雉が平線,ja,雉が平線
雉が平線,en,Kijigahira Line
雉が平線,zh-cn,雉平线
雉が平線,zh-tw,雉平線
雉が平線,ko,잉어가 평선
渡瀬線,ja,渡瀬線
渡瀬線,en,Watase Line
渡瀬線,zh-cn,渡濑线
渡瀬線,zh-tw,渡瀨線
渡瀬線,ko,와타세 선
久保線,ja,久保線
久保線,en,Kubo Line
久保線,zh-cn,久保线
久保線,zh-tw,久保線
久保線,ko,쿠보선
大分駅線,ja,大分駅線
大分駅線,en,Oita Station Line
大分駅線,zh-cn,大分站线
大分駅線,zh-tw,大分站線
大分駅線,ko,오이타역선
刈小野線,ja,刈小野線
刈小野線,en,Kariono Line
刈小野線,zh-cn,刈小野线
刈小野線,zh-tw,刈小野線
刈小野線,ko,카리오노선
大分駅前,ja,大分駅前
大分駅前,zh-cn,大分站前广场
大分駅前,zh-tw,大分站前廣場
大分駅前,ko,오이타역 앞
大分駅前,ja-Hrkt,おおいたえきまえ
大分駅前,en,Oita Ekimae
道の駅ながゆ温泉,ja,道の駅ながゆ温泉
道の駅ながゆ温泉,zh-cn,路站长汤温泉
道の駅ながゆ温泉,zh-tw,路站長湯溫泉
道の駅ながゆ温泉,ko,미치노에키 나가유 온천
道の駅ながゆ温泉,ja-Hrkt,みちのえきながゆおんせん
道の駅ながゆ温泉,en,Michi no Ekinaga Yuonsen
向之原駅,ja,向之原駅
向之原駅,ja-Hrkt,むかいのはるえき
向之原駅,zh-cn,向原站
向之原駅,zh-tw,向原站
向之原駅,ko,무카이 노하루 역
向之原駅,en,Mukainoharu Station
